date, pm25, pm10
2025/2/19, 168, 111
2025/2/20, 167, 108
2025/2/21, 159, 92
2025/2/22, 149, 100
2025/2/23, 142, 79
2025/2/24, 161, 92
2025/2/25, 165, 87
2025/2/26, 161, 124
2025/2/27, 170, 73
2025/2/28, 154, 44
2025/3/1, 112, 58
2025/3/2, 98, 71
2025/3/3, 132, 75
2025/3/4, 129, 87
2025/3/5, 139, 91
2025/3/6, 156, 97
2025/3/7, 157, 85
2025/3/8, 163, 105
2025/3/9, 168, 86
2025/3/10, 164, 109
2025/3/11, 168, 79
2025/3/12, 158, 60
2025/3/13, 144, 53
2025/3/14, 127, 58
2025/3/15, 124, 61
2025/3/16, 114, 69
2025/3/17, 109, 62
2025/3/18, 111, 100
2025/3/19, 145, 90
2025/3/20, 143, 162
2025/3/21, 158, 74
2025/3/22, 95, 65
2025/3/23, 104, 78
2025/3/24, 129, 79
2025/3/25, 145, 101
2025/3/26, 165, 98
2025/3/27, 172, 92
2025/3/28, 160, 131
2025/3/29, 167, 204
2025/3/30, 223, 130
2025/3/31, 203, 116
2024/7/1, 41, 10
2024/7/2, 35, 15
2024/7/3, 39, 13
2024/7/4, 40, 11
2024/7/5, 40, 36
2024/7/6, 105, 15
2024/7/7, 54, 
2024/7/9, 60, 17
2024/7/10, 54, 20
2024/7/11, 62, 8
2024/7/12, 30, 15
2024/7/13, 45, 16
2024/7/14, 48, 17
2024/7/15, 55, 18
2024/7/16, 50, 14
2024/7/17, 36, 19
2024/7/18, 44, 12
2024/7/19, 33, 19
2024/7/20, 48, 17
2024/7/21, 51, 13
2024/7/22, 33, 2
2024/7/23, 7, 12
2024/7/24, 26, 10
2024/7/25, 28, 22
2024/7/26, 47, 6
2024/7/27, 19, 13
2024/7/28, 39, 12
2024/7/29, 31, 12
2024/7/30, 38, 12
2024/7/31, 19, 15
2024/8/1, 43, 14
2024/8/2, 32, 12
2024/8/3, 31, 9
2024/8/4, 25, 18
2024/8/5, 44, 8
2024/8/6, 31, 8
2024/8/7, 29, 
2024/8/12, 45, 15
2024/8/13, 48, 12
2024/8/14, 35, 13
2024/8/15, 33, 17
2024/8/16, 39, 13
2024/8/17, 40, 14
2024/8/18, 31, 12
2024/8/19, 35, 9
2024/8/20, 31, 7
2024/8/21, 27, 10
2024/8/22, 31, 14
2024/8/23, 41, 20
2024/8/24, 54, 12
2024/8/25, 35, 15
2024/8/26, 46, 19
2024/8/27, 52, 15
2024/8/28, 40, 20
2024/8/29, 51, 21
2024/8/30, 44, 22
2024/8/31, 53, 15
2024/9/1, 46, 20
2024/9/2, 41, 14
2024/9/3, 31, 16
2024/9/4, 42, 
2024/4/1, 115, 106
2024/4/2, 154, 146
2024/4/3, 163, 112
2024/4/4, 115, 125
2024/4/5, 145, 129
2024/4/6, 139, 152
2024/4/7, 165, 142
2024/4/8, 168, 129
2024/4/9, 168, 123
2024/4/10, 157, 122
2024/4/11, 166, 88
2024/4/12, 147, 107
2024/4/13, 144, 106
2024/4/14, 135, 99
2024/4/15, 145, 80
2024/4/16, 126, 93
2024/4/17, 133, 102
2024/4/18, 151, 104
2024/4/19, 148, 276
2024/4/20, 138, 116
2024/4/21, 147, 
2024/4/23, 99, 
2024/4/25, 158, 127
2024/4/26, 168, 121
2024/4/27, 165, 154
2024/4/28, 175, 155
2024/4/29, 195, 123
2024/4/30, 151, 167
2024/5/1, 169, 180
2024/5/2, 202, 153
2024/5/3, 188, 173
2024/5/4, 202, 152
2024/5/5, 195, 173
2024/5/6, 199, 98
2024/5/7, 192, 101
2024/5/8, 201, 123
2024/5/9, 226, 96
2024/5/10, 197, 79
2024/5/11, 165, 93
2024/5/12, 193, 116
2024/5/13, 219, 98
2024/5/14, 192, 85
2024/5/15, 165, 100
2024/5/16, 171, 153
2024/5/17, 203, 145
2024/5/18, 213, 110
2024/5/19, 204, 91
2024/5/20, 181, 109
2024/5/21, 199, 78
2024/5/22, 169, 98
2024/5/23, 185, 82
2024/5/24, 157, 84
2024/5/25, 163, 83
2024/5/26, 165, 111
2024/5/27, 188, 84
2024/5/28, 174, 107
2024/5/29, 192, 124
2024/5/30, 207, 110
2024/5/31, 188, 101
2024/6/1, 194, 105
2024/6/2, 196, 109
2024/6/3, 192, 89
2024/6/4, 163, 68
2024/6/5, 136, 37
2024/6/6, 69, 40
2024/6/7, 74, 48
2024/6/8, 96, 65
2024/6/9, 117, 65
2024/6/10, 111, 69
2024/6/11, 120, 69
2024/6/12, 118, 70
2024/6/13, 117, 72
2024/6/14, 128, 67
2024/6/15, 120, 60
2024/6/16, 108, 42
2024/6/17, 94, 43
2024/6/18, 103, 43
2024/6/19, 85, 25
2024/6/20, 58, 35
2024/6/21, 63, 42
2024/6/22, 72, 39
2024/6/23, 69, 43
2024/6/24, 70, 37
2024/6/25, 73, 25
2024/6/26, 70, 27
2024/6/27, 60, 14
2024/6/28, 41, 14
2024/6/29, 39, 21
2024/6/30, 56, 14
2024/1/1, 122, 46
2024/1/2, 107, 50
2024/1/3, 114, 56
2024/1/4, 114, 57
2024/1/5, 132, 58
2024/1/6, 134, 60
2024/1/7, 144, 60
2024/1/8, 140, 61
2024/1/9, 139, 55
2024/1/10, 122, 47
2024/1/11, 116, 109
2024/1/12, 136, 67
2024/1/13, 133, 63
2024/1/14, 114, 58
2024/1/15, 106, 51
2024/1/16, 109, 79
2024/1/17, 107, 69
2024/1/18, 114, 98
2024/1/19, 156, 88
2024/1/20, 147, 53
2024/1/21, 136, 76
2024/1/22, 137, 80
2024/1/23, 151, 84
2024/1/24, 147, 75
2024/1/25, 145, 97
2024/1/26, 155, 114
2024/1/27, 141, 89
2024/1/28, 157, 94
2024/1/29, 158, 111
2024/1/30, 167, 102
2024/1/31, 170, 81
2024/2/1, 164, 59
2024/2/2, 122, 70
2024/2/3, 131, 79
2024/2/4, 164, 89
2024/2/5, 160, 73
2024/2/6, 132, 90
2024/2/7, 135, 77
2024/2/8, 144, 94
2024/2/9, 164, 103
2024/2/10, 159, 82
2024/2/11, 143, 86
2024/2/12, 148, 96
2024/2/13, 156, 116
2024/2/14, 168, 75
2024/2/15, 151, 87
2024/2/16, 152, 129
2024/2/17, 160, 96
2024/2/18, 159, 107
2024/2/19, 168, 113
2024/2/20, 166, 93
2024/2/21, 154, 81
2024/2/22, 138, 57
2024/2/23, 119, 73
2024/2/24, 137, 76
2024/2/25, 136, 86
2024/2/26, 142, 102
2024/2/27, 148, 91
2024/2/28, 149, 125
2024/2/29, 160, 85
2024/3/1, 156, 87
2024/3/2, 160, 61
2024/3/3, 131, 48
2024/3/4, 81, 67
2024/3/5, 79, 72
2024/3/6, 90, 64
2024/3/7, 99, 
2024/3/10, 164, 91
2024/3/11, 166, 81
2024/3/12, 161, 72
2024/3/13, 122, 89
2024/3/14, 151, 88
2024/3/15, 135, 126
2024/3/16, 162, 
2024/3/17, 162, 126
2024/3/18, 173, 
2024/3/22, 124, 41
2024/3/23, 107, 65
2024/3/24, 155, 64
2024/3/25, 137, 61
2024/3/26, 139, 62
2024/3/27, 149, 44
2024/3/28, 118, 59
2024/3/29, 128, 76
2024/3/30, 121, 57
2024/3/31, 98, 77
2023/10/1, 70, 17
2023/10/2, 58, 13
2023/10/3, 40, 9
2023/10/4, 40, 10
2023/10/5, 30, 11
2023/10/6, 26, 16
2023/10/7, 43, 29
2023/10/8, 68, 42
2023/10/9, 101, 47
2023/10/10, 112, 37
2023/10/11, 91, 39
2023/10/12, 90, 36
2023/10/13, 87, 31
2023/10/14, 87, 34
2023/10/15, 82, 36
2023/10/16, 93, 20
2023/10/17, 63, 20
2023/10/18, 65, 19
2023/10/19, 63, 19
2023/10/20, 59, 21
2023/10/21, 59, 20
2023/10/22, 62, 22
2023/10/23, 63, 22
2023/10/24, 61, 20
2023/10/25, 55, 19
2023/10/26, 53, 22
2023/10/27, 59, 26
2023/10/28, 66, 32
2023/10/29, 74, 31
2023/10/30, 72, 26
2023/10/31, 60, 35
2023/11/1, 82, 28
2023/11/2, 71, 29
2023/11/3, 72, 33
2023/11/4, 84, 39
2023/11/5, 94, 49
2023/11/6, 128, 42
2023/11/7, 107, 37
2023/11/8, 91, 37
2023/11/9, 88, 41
2023/11/10, 104, 43
2023/11/11, 114, 38
2023/11/12, 103, 37
2023/11/13, 101, 30
2023/11/14, 85, 28
2023/11/15, 76, 24
2023/11/16, 71, 29
2023/11/17, 68, 23
2023/11/18, 62, 22
2023/11/19, 65, 29
2023/11/20, 76, 30
2023/11/21, 80, 31
2023/11/22, 87, 32
2023/11/23, 90, 35
2023/11/24, 98, 29
2023/11/25, 86, 30
2023/11/26, 86, 36
2023/11/27, 92, 32
2023/11/28, 93, 26
2023/11/29, 73, 38
2023/11/30, 105, 36
2023/12/1, 101, 29
2023/12/2, 91, 29
2023/12/3, 88, 43
2023/12/4, 113, 35
2023/12/5, 99, 33
2023/12/6, 91, 47
2023/12/7, 132, 44
2023/12/8, 123, 36
2023/12/9, 101, 33
2023/12/10, 97, 40
2023/12/11, 99, 40
2023/12/12, 99, 39
2023/12/13, 95, 40
2023/12/14, 107, 42
2023/12/15, 115, 42
2023/12/16, 112, 48
2023/12/17, 112, 58
2023/12/18, 130, 52
2023/12/19, 121, 70
2023/12/20, 146, 64
2023/12/21, 138, 55
2023/12/22, 126, 112
2023/12/23, 139, 61
2023/12/24, 140, 50
2023/12/25, 115, 57
2023/12/26, 131, 52
2023/12/27, 126, 48
2023/12/28, 109, 47
2023/12/29, 116, 53
2023/12/30, 125, 49
2023/12/31, 122, 48
2023/7/1, 42, 19
2023/7/2, 45, 14
2023/7/3, 38, 18
2023/7/4, 56, 19
2023/7/5, 55, 35
2023/7/6, 55, 31
2023/7/7, 58, 22
2023/7/8, 41, 21
2023/7/9, 41, 38
2023/7/10, 61, 45
2023/7/11, 72, 37
2023/7/12, 75, 18
2023/7/13, 48, 24
2023/7/14, 62, 21
2023/7/15, 53, 20
2023/7/16, 51, 14
2023/7/17, 38, 17
2023/7/18, 48, 27
2023/7/19, 57, 36
2023/7/20, 67, 22
2023/7/21, 58, 19
2023/7/22, 49, 17
2023/7/23, 45, 22
2023/7/24, 52, 15
2023/7/25, 46, 24
2023/7/26, 55, 22
2023/7/27, 55, 20
2023/7/28, 50, 9
2023/7/29, 32, 16
2023/7/30, 48, 22
2023/7/31, 49, 14
2023/8/1, 36, 18
2023/8/2, 42, 21
2023/8/3, 47, 23
2023/8/4, 46, 27
2023/8/5, 55, 18
2023/8/6, 57, 11
2023/8/7, 38, 13
2023/8/8, 41, 18
2023/8/9, 49, 20
2023/8/10, 38, 27
2023/8/11, 56, 11
2023/8/12, 39, 14
2023/8/13, 48, 35
2023/8/14, 87, 31
2023/8/15, 69, 27
2023/8/16, 64, 33
2023/8/17, 58, 24
2023/8/18, 51, 25
2023/8/19, 52, 23
2023/8/20, 52, 18
2023/8/21, 60, 14
2023/8/22, 42, 10
2023/8/23, 38, 12
2023/8/24, 43, 8
2023/8/25, 30, 8
2023/8/26, 31, 28
2023/8/27, 58, 54
2023/8/28, 86, 49
2023/8/29, 87, 55
2023/8/30, 90, 40
2023/8/31, 83, 41
2023/9/1, 78, 52
2023/9/2, 88, 35
2023/9/3, 70, 32
2023/9/4, 51, 40
2023/9/5, 75, 46
2023/9/6, 73, 26
2023/9/7, 55, 17
2023/9/8, 47, 13
2023/9/9, 38, 24
2023/9/10, 51, 31
2023/9/11, 58, 24
2023/9/12, 64, 25
2023/9/13, 56, 21
2023/9/14, 46, 32
2023/9/15, 49, 35
2023/9/16, 54, 32
2023/9/17, 54, 23
2023/9/18, 66, 
2023/9/22, 47, 21
2023/9/23, 49, 9
2023/9/24, 26, 21
2023/9/25, 40, 29
2023/9/26, 52, 31
2023/9/27, 55, 35
2023/9/28, 67, 30
2023/9/29, 64, 31
2023/9/30, 72, 27
2023/4/11, 205, 130
2023/4/12, 191, 133
2023/4/13, 180, 116
2023/4/14, 172, 117
2023/4/15, 184, 146
2023/4/16, 181, 139
2023/4/17, 176, 133
2023/4/18, 173, 149
2023/4/19, 177, 152
2023/4/20, 170, 220
2023/4/21, 173, 108
2023/4/22, 159, 111
2023/4/23, 161, 60
2023/4/24, 148, 60
2023/4/25, 129, 75
2023/4/26, 145, 98
2023/4/27, 165, 122
2023/4/28, 179, 76
2023/4/29, 158, 69
2023/4/30, 165, 49
2023/5/1, 134, 52
2023/5/2, 130, 41
2023/5/3, 106, 39
2023/5/4, 114, 56
2023/5/5, 111, 69
2023/5/6, 109, 87
2023/5/7, 128, 115
2023/5/8, 138, 130
